Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Fixed Income,Aon North America Inc,,,236211.0,0.0,,,AustralianSuper,0.00216278142460224
Conservative Balanced,Fixed Income,APA Corp,,,26062.0,0.0,,,AustralianSuper,0.00023862736912329903
Conservative Balanced,Fixed Income,Apollo Debt Solutions BDC,,,69009.0,0.0,,,AustralianSuper,0.0006318561935319524
Conservative Balanced,Fixed Income,APPF Commercial Finance Pty Ltd,,,829335.0,0.01,,,AustralianSuper,0.007593508908444142
Conservative Balanced,Fixed Income,Apple Inc,,,983365.0,0.01,,,AustralianSuper,0.009003829438950691
Conservative Balanced,Fixed Income,APRR SA,,,78886.0,0.0,,,AustralianSuper,0.000722291406671037
Conservative Balanced,Fixed Income,ArcelorMittal SA,,,184236.0,0.0,,,AustralianSuper,0.001686890951492599
Conservative Balanced,Fixed Income,Ares Capital Corp,,,119158.0,0.0,,,AustralianSuper,0.001091027551607477
Conservative Balanced,Fixed Income,Ares Strategic Income Fund,,,62645.0,0.0,,,AustralianSuper,0.0005735865067427315
Conservative Balanced,Fixed Income,Arkema Sa,,,45953.0,0.0,,,AustralianSuper,0.00042075218683612
Conservative Balanced,Fixed Income,Aroundtown Sa,,,101111.0,0.0,,,AustralianSuper,0.0009257866594822304
Conservative Balanced,Fixed Income,Arthur J Gallagher & Co,,,163722.0,0.0,,,AustralianSuper,0.0014990618574017636
Conservative Balanced,Fixed Income,Asahi Group Holdings Ltd,,,51336.0,0.0,,,AustralianSuper,0.00047003969846188626
Conservative Balanced,Fixed Income,ASB Bank Ltd,,,55727.0,0.0,,,AustralianSuper,0.0005102443173637512
Conservative Balanced,Fixed Income,Asml Holding Nv,,,61916.0,0.0,,,AustralianSuper,0.0005669116793276871
Conservative Balanced,Fixed Income,Asr Nederland Nv,,,66916.0,0.0,,,AustralianSuper,0.000612692388621544
