Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Fixed Income,All Assets,,Panorama Auto Trust 2023-3,Name of Issuer/Counterparty,,Asset Backed,,,,,,8277211.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Panorama Auto Trust 2024-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,7725793.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Perpetual Corporate Trust Ltd,Name of Issuer/Counterparty,,Asset Backed,,,,,,4117814.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Prodigy Finance CM2021-1 DAC,Name of Issuer/Counterparty,,Asset Backed,,,,,,507744.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,ReadyCap Lending Small Business Loan Trust 2023-3,Name of Issuer/Counterparty,,Asset Backed,,,,,,3363502.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,SLM Student Loan Trust 2004-10,Name of Issuer/Counterparty,,Asset Backed,,,,,,10523101.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Small Business Origination Loan Trust 2024-1 DAC,Name of Issuer/Counterparty,,Asset Backed,,,,,,3199312.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,STAR 2025-SFR5 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,14649204.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Taurus 2023-1 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,6547488.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Taurus 2024-1PP Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,9159723.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Trustee For Angle Asset Finance - Radian Trust 2023-3/The,Name of Issuer/Counterparty,,Asset Backed,,,,,,3313344.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,United Airlines 2020-1 Class A Pass Through Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,2598208.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Vantage Data Centers Jersey Borrower Spv Ltd,Name of Issuer/Counterparty,,Asset Backed,,,,,,8020766.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,VINE 2023-SFR1 Trust,Name of Issuer/Counterparty,,Asset Backed,,,,,,10683916.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Wisr Freedom Trust Series 2023-1,Name of Issuer/Counterparty,,Asset Backed,,,,,,14227587.0,0.01,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Zip Master Trust Series 2024-2,Name of Issuer/Counterparty,,Asset Backed,,,,,,5203919.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,3M Co,Name of Issuer/Counterparty,,Corporate,,,,,,1620182.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,ABB Finance BV,Name of Issuer/Counterparty,,Corporate,,,,,,1205215.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Abbott Ireland Financing DAC,Name of Issuer/Counterparty,,Corporate,,,,,,1777130.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Abbott Laboratories,Name of Issuer/Counterparty,,Corporate,,,,,,3008485.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AbbVie Inc,Name of Issuer/Counterparty,,Corporate,,,,,,12080110.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Abertis France SAS,Name of Issuer/Counterparty,,Corporate,,,,,,1577459.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Abertis Infraestructuras SA,Name of Issuer/Counterparty,,Corporate,,,,,,1666303.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,ABN AMRO Bank NV,Name of Issuer/Counterparty,,Corporate,,,,,,5183568.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Accor Sa,Name of Issuer/Counterparty,,Corporate,,,,,,865648.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Achmea BV,Name of Issuer/Counterparty,,Corporate,,,,,,979348.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Adecco International Financial Services BV,Name of Issuer/Counterparty,,Corporate,,,,,,877346.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Adidas Ag,Name of Issuer/Counterparty,,Corporate,,,,,,776593.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Adobe Inc,Name of Issuer/Counterparty,,Corporate,,,,,,1095723.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Advanced Micro Devices Inc,Name of Issuer/Counterparty,,Corporate,,,,,,443953.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AEP Texas Inc,Name of Issuer/Counterparty,,Corporate,,,,,,2149009.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AEP Transmission Co LLC,Name of Issuer/Counterparty,,Corporate,,,,,,2066991.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AerCap Ireland Capital DAC / AerCap Global Aviation Trust,Name of Issuer/Counterparty,,Corporate,,,,,,6246914.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,AES Corp/The,Name of Issuer/Counterparty,,Corporate,,,,,,1087737.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Agree LP,Name of Issuer/Counterparty,,Corporate,,,,,,161913.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Fixed Income,All Assets,,Aib Group Plc,Name of Issuer/Counterparty,,Corporate,,,,,,1362292.0,0.0,,,,,,,nan,nan
